acc_ref,beat_no,severity,no_vehicle,no_casualt,a_date,a_day,a_date_day,a_date_mon,a_date_yr,a_time_hr,a_time_min,loc_auth,road1_class,road1_no,road_type,speed_limi,junc_det,junc_ctrl,road2_class,road2_no,light_cond,weather,road_surf,spec_cond,cway_hzrds,ovrtk_patrn,easting,northing,net_id,net_type,acc_type,text_id,division,Postcode,ped_xing_hc,ped_xing_p,place_reported,latitude,longitude
306313,,Serious,1,1,12/06/2013,Wednesday,12,June,13,14,53,S12000036,A,701,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,327380,669400,570761,Segment,Pedestrian,358083,unset,EH166NL,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.91219490873638,-3.1633200190182293
307113,,Slight,2,3,08/06/2013,Saturday,8,June,13,16,35,S12000036,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,328350,672660,523698,Junction,T.V.N.P.,358084,unset,EH153PX,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.941625025275556,-3.1486720564013897
307213,,Slight,2,1,09/06/2013,Sunday,9,June,13,11,0,S12000036,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,Road works present,None,No overtaking,321710,670810,0,Unset,Cyclist,358085,unset,EH142HD,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9239702939845,-3.254411866498046
307813,,Slight,2,1,13/06/2013,Thursday,13,June,13,16,30,S12000036,A,8,Dual carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,C,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325170,673810,521055,Junction,Cyclist,358086,unset,EH23AA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.95147008989264,-3.1998901314322588
307913,,Slight,3,1,11/06/2013,Tuesday,11,June,13,8,30,S12000036,A,720,Dual carriageway - 2 lanes,50,Slip road,Give way sign or markings,A,720,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,318350,670700,9657941,Junction,M.V.N.P.,358087,unset,EH129BU,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.92242296788407,-3.3081315657005024
308113,,Slight,2,2,07/06/2013,Friday,7,June,13,10,40,S12000036,A,901,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,Other object in carriageway,No overtaking,326800,676080,531352,Junction,Pedestrian,358088,unset,EH65JB,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.97211255159745,-3.1744113781465324
312013,,Serious,4,1,26/05/2013,Sunday,26,May,13,16,20,S12000036,A,702,Roundabout,70,Roundabout,Give way sign or markings,A,720,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324920,667510,0,Unset,M.V.N.P.,355267,unset,EH107DUA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.89483933373722,-3.202139122545689
312913,,Slight,2,1,09/06/2013,Sunday,9,June,13,20,10,S12000036,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,320760,671480,0,Unset,Cyclist,358089,unset,EH113QG,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.92983287708475,-3.2698069181682254
313013,,Slight,2,2,12/06/2013,Wednesday,12,June,13,8,30,S12000036,B,701,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,322140,668870,533038,Junction,T.V.N.P.,358090,unset,EH130AE,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.90661378521782,-3.2469729869105466
313413,,Slight,2,1,12/06/2013,Wednesday,12,June,13,9,0,S12000036,Unclassified,,Single carriageway - 2 lanes,20,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Raining with high winds,Dry,None,None,No overtaking,325620,674830,520224,Junction,Cyclist,358091,unset,EH36NE,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.96070249782955,-3.192967519279436
313513,,Slight,3,2,10/06/2013,Monday,10,June,13,15,30,S12000036,A,702,Single carriageway - 2 lanes,40,Roundabout,Give way sign or markings,A,702,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324850,667730,522513,Junction,M.V.N.P.,358092,unset,EH107EX,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.89680462769109,-3.2033193618562303
313613,,Slight,2,1,12/06/2013,Wednesday,12,June,13,7,50,S12000036,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,326730,672390,522084,Junction,Cyclist,358093,unset,EH165BS,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,Elsewhere,55.93895512716306,-3.1745283049168607
314613,,Slight,2,1,11/06/2013,Tuesday,11,June,13,10,45,S12000036,Unclassified,,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,329520,671610,523818,Junction,T.V.N.P.,358094,unset,EH164PA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,Elsewhere,55.9323660550957,-3.129670216355712
315013,,Slight,2,2,12/06/2013,Wednesday,12,June,13,20,0,S12000036,Unclassified,,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,A,702,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324460,670800,529798,Junction,T.V.N.P.,358095,unset,EH105LY,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9243207401226,-3.21041341366592
315413,,Slight,1,1,12/06/2013,Wednesday,12,June,13,11,0,S12000036,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325670,672470,12220033,Junction,Pedestrian,358096,unset,EH91JT,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.93951082022968,-3.191515418320661
315713,,Slight,2,1,24/06/2013,Monday,24,June,13,16,0,S12000036,Unclassified,,Roundabout,30,Roundabout,Give way sign or markings,A,902,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,322900,675730,519406,Junction,Cyclist,358097,unset,EH42PW,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.96835746066714,-3.2367821167753403
315813,,Slight,1,1,09/05/2013,Thursday,9,May,13,20,24,S12000036,A,900,Dual carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325990,674250,12285707,Segment,Bus,355268,unset,EH13SJ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.95554969024621,-3.186882949160359
316213,,Slight,1,1,13/06/2013,Thursday,13,June,13,15,15,S12000036,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,331090,672800,0,Unset,Pedestrian,358098,unset,EH153BD,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.94328381355334,-3.104850619331687
316613,,Serious,1,1,14/06/2013,Friday,14,June,13,9,30,S12000036,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine with high winds,Dry,None,None,No overtaking,319880,671550,559338,Segment,Bus,358099,unset,EH113SH,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.930315679115466,-3.2839081043905116
317413,,Slight,2,1,13/06/2013,Thursday,13,June,13,18,0,S12000036,A,71,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,322950,672270,521961,Junction,Cyclist,358100,unset,EH112PL,Control by other authorised person,Pedestrian phase at traffic signal junction,Elsewhere,55.93728549528648,-3.2349911834301204
318013,,Slight,2,1,14/06/2013,Friday,14,June,13,16,40,S12000036,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,A,772,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,329250,668690,530257,Junction,T.V.N.P.,358101,unset,EH178RQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.90609587740093,-3.1332251207918542
318413,,Slight,1,1,14/06/2013,Friday,14,June,13,8,47,S12000036,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324280,670330,564716,Segment,Pedestrian,358102,unset,EH105QR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.92007049677648,-3.213161240189035
318813,,Slight,2,1,14/06/2013,Friday,14,June,13,10,59,S12000036,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,320610,670360,0,Unset,T.V.N.P.,358103,unset,EH142AB,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.91974762513552,-3.27187736600959
319013,,Serious,2,1,13/06/2013,Thursday,13,June,13,16,0,S12000036,A,90,Dual carriageway - 2 lanes,50,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,312470,678460,555393,Segment,T.V.N.P.,358104,unset,EH309SQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.991088568782985,-3.404714856343505
319413,,Slight,1,1,14/06/2013,Friday,14,June,13,18,0,S12000036,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324300,670240,530011,Junction,Bus,358105,unset,EH106ER,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.91926519766614,-3.212816052906064
320413,,Slight,2,1,12/06/2013,Wednesday,12,June,13,20,10,S12000036,C,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326820,673820,521187,Junction,Cyclist,358106,unset,EH88AZ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9518143650075,-3.173476368823329
320513,,Slight,2,1,13/06/2013,Thursday,13,June,13,6,50,S12000036,A,7,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,C,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,328490,670400,530119,Junction,T.V.N.P.,358107,unset,EH164SZ,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.92134436170301,-3.145831724657965
320713,,Slight,1,1,12/06/2013,Wednesday,12,June,13,14,45,S12000036,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Authorised Person,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,312510,678360,3948436,Junction,S.V.N.P.,358108,unset,EH309RH,Control by school crossing patrol,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.990197672336286,-3.404041294507296
